"age","unit","sex","country","date","value"
"Y_LT25","perc_act_pop","T","Netherlands",2019-04-01,6.1
"Y_LT25","perc_act_pop","T","Netherlands",2019-03-01,7
"Y_LT25","perc_act_pop","T","Netherlands",2019-02-01,7
"Y_LT25","perc_act_pop","T","Netherlands",2019-01-01,7
"Y_LT25","perc_act_pop","T","Netherlands",2018-12-01,5.9
"Y_LT25","perc_act_pop","T","Netherlands",2018-11-01,6.7
"Y_LT25","perc_act_pop","T","Netherlands",2018-10-01,7.3
"Y_LT25","perc_act_pop","T","Netherlands",2018-09-01,7.8
"Y_LT25","perc_act_pop","T","Netherlands",2018-08-01,6.8
"Y_LT25","perc_act_pop","T","Netherlands",2018-07-01,7.2
"Y_LT25","perc_act_pop","T","Netherlands",2018-06-01,7.3
"Y_LT25","perc_act_pop","T","Netherlands",2018-05-01,6.6
"Y_LT25","perc_act_pop","T","Netherlands",2018-04-01,6.9
"Y_LT25","perc_act_pop","T","Netherlands",2018-03-01,7.6
"Y_LT25","perc_act_pop","T","Netherlands",2018-02-01,7.9
"Y_LT25","perc_act_pop","T","Netherlands",2018-01-01,8
"Y_LT25","perc_act_pop","T","Netherlands",2017-12-01,7.4
"Y_LT25","perc_act_pop","T","Netherlands",2017-11-01,7.6
"Y_LT25","perc_act_pop","T","Netherlands",2017-10-01,8.2
"Y_LT25","perc_act_pop","T","Netherlands",2017-09-01,9
"Y_LT25","perc_act_pop","T","Netherlands",2017-08-01,7.7
"Y_LT25","perc_act_pop","T","Netherlands",2017-07-01,8.5
"Y_LT25","perc_act_pop","T","Netherlands",2017-06-01,8.8
"Y_LT25","perc_act_pop","T","Netherlands",2017-05-01,8.7
"Y_LT25","perc_act_pop","T","Netherlands",2017-04-01,9.6
"Y_LT25","perc_act_pop","T","Netherlands",2017-03-01,10.2
"Y_LT25","perc_act_pop","T","Netherlands",2017-02-01,10.3
"Y_LT25","perc_act_pop","T","Netherlands",2017-01-01,10.6
"Y_LT25","perc_act_pop","T","Netherlands",2016-12-01,9.5
"Y_LT25","perc_act_pop","T","Netherlands",2016-11-01,10
"Y_LT25","perc_act_pop","T","Netherlands",2016-10-01,10.8
"Y_LT25","perc_act_pop","T","Netherlands",2016-09-01,11.2
"Y_LT25","perc_act_pop","T","Netherlands",2016-08-01,9.4
"Y_LT25","perc_act_pop","T","Netherlands",2016-07-01,10.4
"Y_LT25","perc_act_pop","T","Netherlands",2016-06-01,10.6
"Y_LT25","perc_act_pop","T","Netherlands",2016-05-01,10.8
"Y_LT25","perc_act_pop","T","Netherlands",2016-04-01,11.3
"Y_LT25","perc_act_pop","T","Netherlands",2016-03-01,11.9
"Y_LT25","perc_act_pop","T","Netherlands",2016-02-01,11.9
"Y_LT25","perc_act_pop","T","Netherlands",2016-01-01,12
"Y_LT25","perc_act_pop","T","Netherlands",2015-12-01,10.5
"Y_LT25","perc_act_pop","T","Netherlands",2015-11-01,11
"Y_LT25","perc_act_pop","T","Netherlands",2015-10-01,11.8
"Y_LT25","perc_act_pop","T","Netherlands",2015-09-01,12.1
"Y_LT25","perc_act_pop","T","Netherlands",2015-08-01,10.1
"Y_LT25","perc_act_pop","T","Netherlands",2015-07-01,11
"Y_LT25","perc_act_pop","T","Netherlands",2015-06-01,11.1
"Y_LT25","perc_act_pop","T","Netherlands",2015-05-01,10.8
"Y_LT25","perc_act_pop","T","Netherlands",2015-04-01,11
"Y_LT25","perc_act_pop","T","Netherlands",2015-03-01,11.4
"Y_LT25","perc_act_pop","T","Netherlands",2015-02-01,11.7
"Y_LT25","perc_act_pop","T","Netherlands",2015-01-01,12.5
"Y_LT25","perc_act_pop","T","Netherlands",2014-12-01,11.1
"Y_LT25","perc_act_pop","T","Netherlands",2014-11-01,11.9
"Y_LT25","perc_act_pop","T","Netherlands",2014-10-01,12.1
"Y_LT25","perc_act_pop","T","Netherlands",2014-09-01,12.6
"Y_LT25","perc_act_pop","T","Netherlands",2014-08-01,11.2
"Y_LT25","perc_act_pop","T","Netherlands",2014-07-01,12.2
"Y_LT25","perc_act_pop","T","Netherlands",2014-06-01,12.7
"Y_LT25","perc_act_pop","T","Netherlands",2014-05-01,12.6
"Y_LT25","perc_act_pop","T","Netherlands",2014-04-01,13.3
"Y_LT25","perc_act_pop","T","Netherlands",2014-03-01,14.1
"Y_LT25","perc_act_pop","T","Netherlands",2014-02-01,14.7
"Y_LT25","perc_act_pop","T","Netherlands",2014-01-01,14.2
"Y_LT25","perc_act_pop","T","Netherlands",2013-12-01,12.9
"Y_LT25","perc_act_pop","T","Netherlands",2013-11-01,13.7
"Y_LT25","perc_act_pop","T","Netherlands",2013-10-01,13.8
"Y_LT25","perc_act_pop","T","Netherlands",2013-09-01,14.5
"Y_LT25","perc_act_pop","T","Netherlands",2013-08-01,12.4
"Y_LT25","perc_act_pop","T","Netherlands",2013-07-01,13
"Y_LT25","perc_act_pop","T","Netherlands",2013-06-01,13
"Y_LT25","perc_act_pop","T","Netherlands",2013-05-01,12.2
"Y_LT25","perc_act_pop","T","Netherlands",2013-04-01,12.8
"Y_LT25","perc_act_pop","T","Netherlands",2013-03-01,13.3
"Y_LT25","perc_act_pop","T","Netherlands",2013-02-01,13.3
"Y_LT25","perc_act_pop","T","Netherlands",2013-01-01,13.3
"Y_LT25","perc_act_pop","T","Netherlands",2012-12-01,11.7
"Y_LT25","perc_act_pop","T","Netherlands",2012-11-01,11.9
"Y_LT25","perc_act_pop","T","Netherlands",2012-10-01,12.1
"Y_LT25","perc_act_pop","T","Netherlands",2012-09-01,12.6
"Y_LT25","perc_act_pop","T","Netherlands",2012-08-01,10.7
"Y_LT25","perc_act_pop","T","Netherlands",2012-07-01,10.9
"Y_LT25","perc_act_pop","T","Netherlands",2012-06-01,11.5
"Y_LT25","perc_act_pop","T","Netherlands",2012-05-01,10.9
"Y_LT25","perc_act_pop","T","Netherlands",2012-04-01,11.7
"Y_LT25","perc_act_pop","T","Netherlands",2012-03-01,12.2
"Y_LT25","perc_act_pop","T","Netherlands",2012-02-01,12.5
"Y_LT25","perc_act_pop","T","Netherlands",2012-01-01,12
"Y_LT25","perc_act_pop","T","Netherlands",2011-12-01,10.1
"Y_LT25","perc_act_pop","T","Netherlands",2011-11-01,10.7
"Y_LT25","perc_act_pop","T","Netherlands",2011-10-01,10.4
"Y_LT25","perc_act_pop","T","Netherlands",2011-09-01,10.6
"Y_LT25","perc_act_pop","T","Netherlands",2011-08-01,8.9
"Y_LT25","perc_act_pop","T","Netherlands",2011-07-01,9.4
"Y_LT25","perc_act_pop","T","Netherlands",2011-06-01,9.6
"Y_LT25","perc_act_pop","T","Netherlands",2011-05-01,8.9
"Y_LT25","perc_act_pop","T","Netherlands",2011-04-01,9.5
"Y_LT25","perc_act_pop","T","Netherlands",2011-03-01,10.1
"Y_LT25","perc_act_pop","T","Netherlands",2011-02-01,10.6
"Y_LT25","perc_act_pop","T","Netherlands",2011-01-01,11.2
"Y_LT25","perc_act_pop","T","Netherlands",2010-12-01,9.9
"Y_LT25","perc_act_pop","T","Netherlands",2010-11-01,10.7
"Y_LT25","perc_act_pop","T","Netherlands",2010-10-01,10.9
"Y_LT25","perc_act_pop","T","Netherlands",2010-09-01,11.1
"Y_LT25","perc_act_pop","T","Netherlands",2010-08-01,10.1
"Y_LT25","perc_act_pop","T","Netherlands",2010-07-01,10.3
"Y_LT25","perc_act_pop","T","Netherlands",2010-06-01,11.1
"Y_LT25","perc_act_pop","T","Netherlands",2010-05-01,10.9
"Y_LT25","perc_act_pop","T","Netherlands",2010-04-01,11.4
"Y_LT25","perc_act_pop","T","Netherlands",2010-03-01,12.1
"Y_LT25","perc_act_pop","T","Netherlands",2010-02-01,12.1
"Y_LT25","perc_act_pop","T","Netherlands",2010-01-01,12.2
"Y_LT25","perc_act_pop","T","Norway",2020-06-01,NA
"Y_LT25","perc_act_pop","T","Norway",2020-05-01,13
"Y_LT25","perc_act_pop","T","Norway",2020-04-01,10.8
"Y_LT25","perc_act_pop","T","Norway",2020-03-01,10.1
"Y_LT25","perc_act_pop","T","Norway",2020-02-01,10.2
"Y_LT25","perc_act_pop","T","Norway",2020-01-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2019-12-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2019-11-01,9.4
"Y_LT25","perc_act_pop","T","Norway",2019-10-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2019-09-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2019-08-01,9.5
"Y_LT25","perc_act_pop","T","Norway",2019-07-01,10.3
"Y_LT25","perc_act_pop","T","Norway",2019-06-01,10.6
"Y_LT25","perc_act_pop","T","Norway",2019-05-01,10.6
"Y_LT25","perc_act_pop","T","Norway",2019-04-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2019-03-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2019-02-01,10.3
"Y_LT25","perc_act_pop","T","Norway",2019-01-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2018-12-01,9.3
"Y_LT25","perc_act_pop","T","Norway",2018-11-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2018-10-01,10
"Y_LT25","perc_act_pop","T","Norway",2018-09-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2018-08-01,9.5
"Y_LT25","perc_act_pop","T","Norway",2018-07-01,10.3
"Y_LT25","perc_act_pop","T","Norway",2018-06-01,10.5
"Y_LT25","perc_act_pop","T","Norway",2018-05-01,10.9
"Y_LT25","perc_act_pop","T","Norway",2018-04-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2018-03-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2018-02-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2018-01-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2017-12-01,9.3
"Y_LT25","perc_act_pop","T","Norway",2017-11-01,9
"Y_LT25","perc_act_pop","T","Norway",2017-10-01,10
"Y_LT25","perc_act_pop","T","Norway",2017-09-01,10.1
"Y_LT25","perc_act_pop","T","Norway",2017-08-01,10.5
"Y_LT25","perc_act_pop","T","Norway",2017-07-01,11.2
"Y_LT25","perc_act_pop","T","Norway",2017-06-01,11.8
"Y_LT25","perc_act_pop","T","Norway",2017-05-01,12.4
"Y_LT25","perc_act_pop","T","Norway",2017-04-01,11.7
"Y_LT25","perc_act_pop","T","Norway",2017-03-01,11.6
"Y_LT25","perc_act_pop","T","Norway",2017-02-01,11
"Y_LT25","perc_act_pop","T","Norway",2017-01-01,9.9
"Y_LT25","perc_act_pop","T","Norway",2016-12-01,10.2
"Y_LT25","perc_act_pop","T","Norway",2016-11-01,9.9
"Y_LT25","perc_act_pop","T","Norway",2016-10-01,10.7
"Y_LT25","perc_act_pop","T","Norway",2016-09-01,10
"Y_LT25","perc_act_pop","T","Norway",2016-08-01,10.7
"Y_LT25","perc_act_pop","T","Norway",2016-07-01,10.8
"Y_LT25","perc_act_pop","T","Norway",2016-06-01,11.6
"Y_LT25","perc_act_pop","T","Norway",2016-05-01,12.8
"Y_LT25","perc_act_pop","T","Norway",2016-04-01,12.8
"Y_LT25","perc_act_pop","T","Norway",2016-03-01,12.2
"Y_LT25","perc_act_pop","T","Norway",2016-02-01,11.9
"Y_LT25","perc_act_pop","T","Norway",2016-01-01,11.4
"Y_LT25","perc_act_pop","T","Norway",2015-12-01,10.4
"Y_LT25","perc_act_pop","T","Norway",2015-11-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2015-10-01,10.1
"Y_LT25","perc_act_pop","T","Norway",2015-09-01,10.7
"Y_LT25","perc_act_pop","T","Norway",2015-08-01,11.2
"Y_LT25","perc_act_pop","T","Norway",2015-07-01,11.5
"Y_LT25","perc_act_pop","T","Norway",2015-06-01,11.8
"Y_LT25","perc_act_pop","T","Norway",2015-05-01,11.4
"Y_LT25","perc_act_pop","T","Norway",2015-04-01,10.4
"Y_LT25","perc_act_pop","T","Norway",2015-03-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2015-02-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2015-01-01,8.6
"Y_LT25","perc_act_pop","T","Norway",2014-12-01,8.2
"Y_LT25","perc_act_pop","T","Norway",2014-11-01,7.4
"Y_LT25","perc_act_pop","T","Norway",2014-10-01,8.5
"Y_LT25","perc_act_pop","T","Norway",2014-09-01,8.4
"Y_LT25","perc_act_pop","T","Norway",2014-08-01,8.4
"Y_LT25","perc_act_pop","T","Norway",2014-07-01,8.3
"Y_LT25","perc_act_pop","T","Norway",2014-06-01,8.6
"Y_LT25","perc_act_pop","T","Norway",2014-05-01,8.4
"Y_LT25","perc_act_pop","T","Norway",2014-04-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2014-03-01,7.8
"Y_LT25","perc_act_pop","T","Norway",2014-02-01,8.2
"Y_LT25","perc_act_pop","T","Norway",2014-01-01,8.2
"Y_LT25","perc_act_pop","T","Norway",2013-12-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2013-11-01,9.1
"Y_LT25","perc_act_pop","T","Norway",2013-10-01,9
"Y_LT25","perc_act_pop","T","Norway",2013-09-01,9.5
"Y_LT25","perc_act_pop","T","Norway",2013-08-01,9.3
"Y_LT25","perc_act_pop","T","Norway",2013-07-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2013-06-01,9.4
"Y_LT25","perc_act_pop","T","Norway",2013-05-01,10.2
"Y_LT25","perc_act_pop","T","Norway",2013-04-01,9.9
"Y_LT25","perc_act_pop","T","Norway",2013-03-01,10
"Y_LT25","perc_act_pop","T","Norway",2013-02-01,10.1
"Y_LT25","perc_act_pop","T","Norway",2013-01-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2012-12-01,8.8
"Y_LT25","perc_act_pop","T","Norway",2012-11-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2012-10-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2012-09-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2012-08-01,8.8
"Y_LT25","perc_act_pop","T","Norway",2012-07-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2012-06-01,9.5
"Y_LT25","perc_act_pop","T","Norway",2012-05-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2012-04-01,8.8
"Y_LT25","perc_act_pop","T","Norway",2012-03-01,7.9
"Y_LT25","perc_act_pop","T","Norway",2012-02-01,8
"Y_LT25","perc_act_pop","T","Norway",2012-01-01,7.6
"Y_LT25","perc_act_pop","T","Norway",2011-12-01,7.6
"Y_LT25","perc_act_pop","T","Norway",2011-11-01,7.8
"Y_LT25","perc_act_pop","T","Norway",2011-10-01,9
"Y_LT25","perc_act_pop","T","Norway",2011-09-01,9.8
"Y_LT25","perc_act_pop","T","Norway",2011-08-01,8.7
"Y_LT25","perc_act_pop","T","Norway",2011-07-01,9.1
"Y_LT25","perc_act_pop","T","Norway",2011-06-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2011-05-01,9.7
"Y_LT25","perc_act_pop","T","Norway",2011-04-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2011-03-01,9
"Y_LT25","perc_act_pop","T","Norway",2011-02-01,9.3
"Y_LT25","perc_act_pop","T","Norway",2011-01-01,8.9
"Y_LT25","perc_act_pop","T","Norway",2010-12-01,8.8
"Y_LT25","perc_act_pop","T","Norway",2010-11-01,9.2
"Y_LT25","perc_act_pop","T","Norway",2010-10-01,9.4
"Y_LT25","perc_act_pop","T","Norway",2010-09-01,9.6
"Y_LT25","perc_act_pop","T","Norway",2010-08-01,8.3
"Y_LT25","perc_act_pop","T","Norway",2010-07-01,10.1
"Y_LT25","perc_act_pop","T","Norway",2010-06-01,10.6
"Y_LT25","perc_act_pop","T","Norway",2010-05-01,12.2
"Y_LT25","perc_act_pop","T","Norway",2010-04-01,11.3
"Y_LT25","perc_act_pop","T","Norway",2010-03-01,10.6
"Y_LT25","perc_act_pop","T","Norway",2010-02-01,10.3
"Y_LT25","perc_act_pop","T","Norway",2010-01-01,8.5
"Y_LT25","perc_act_pop","T","Poland",2020-06-01,9.3
"Y_LT25","perc_act_pop","T","Poland",2020-05-01,8.6
"Y_LT25","perc_act_pop","T","Poland",2020-04-01,8.4
"Y_LT25","perc_act_pop","T","Poland",2020-03-01,8.4
"Y_LT25","perc_act_pop","T","Poland",2020-02-01,9
"Y_LT25","perc_act_pop","T","Poland",2020-01-01,8.8
"Y_LT25","perc_act_pop","T","Poland",2019-12-01,7.3
"Y_LT25","perc_act_pop","T","Poland",2019-11-01,7.5
"Y_LT25","perc_act_pop","T","Poland",2019-10-01,8.7
"Y_LT25","perc_act_pop","T","Poland",2019-09-01,10.6
"Y_LT25","perc_act_pop","T","Poland",2019-08-01,10.8
"Y_LT25","perc_act_pop","T","Poland",2019-07-01,10.9
"Y_LT25","perc_act_pop","T","Poland",2019-06-01,10.5
"Y_LT25","perc_act_pop","T","Poland",2019-05-01,10.5
"Y_LT25","perc_act_pop","T","Poland",2019-04-01,10.1
"Y_LT25","perc_act_pop","T","Poland",2019-03-01,10
"Y_LT25","perc_act_pop","T","Poland",2019-02-01,10.3
"Y_LT25","perc_act_pop","T","Poland",2019-01-01,11
"Y_LT25","perc_act_pop","T","Poland",2018-12-01,11.5
"Y_LT25","perc_act_pop","T","Poland",2018-11-01,12.4
"Y_LT25","perc_act_pop","T","Poland",2018-10-01,13.2
"Y_LT25","perc_act_pop","T","Poland",2018-09-01,13.7
"Y_LT25","perc_act_pop","T","Poland",2018-08-01,12.6
"Y_LT25","perc_act_pop","T","Poland",2018-07-01,11.7
"Y_LT25","perc_act_pop","T","Poland",2018-06-01,10.5
"Y_LT25","perc_act_pop","T","Poland",2018-05-01,10.1
"Y_LT25","perc_act_pop","T","Poland",2018-04-01,10
"Y_LT25","perc_act_pop","T","Poland",2018-03-01,10.7
"Y_LT25","perc_act_pop","T","Poland",2018-02-01,11.7
"Y_LT25","perc_act_pop","T","Poland",2018-01-01,12.9
"Y_LT25","perc_act_pop","T","Poland",2017-12-01,13.7
"Y_LT25","perc_act_pop","T","Poland",2017-11-01,14.9
"Y_LT25","perc_act_pop","T","Poland",2017-10-01,15.6
"Y_LT25","perc_act_pop","T","Poland",2017-09-01,15.6
"Y_LT25","perc_act_pop","T","Poland",2017-08-01,14.4
"Y_LT25","perc_act_pop","T","Poland",2017-07-01,14.1
"Y_LT25","perc_act_pop","T","Poland",2017-06-01,14.3
"Y_LT25","perc_act_pop","T","Poland",2017-05-01,14.9
"Y_LT25","perc_act_pop","T","Poland",2017-04-01,14.7
"Y_LT25","perc_act_pop","T","Poland",2017-03-01,15
"Y_LT25","perc_act_pop","T","Poland",2017-02-01,15.3
"Y_LT25","perc_act_pop","T","Poland",2017-01-01,15.4
"Y_LT25","perc_act_pop","T","Poland",2016-12-01,15.1
"Y_LT25","perc_act_pop","T","Poland",2016-11-01,15.8
"Y_LT25","perc_act_pop","T","Poland",2016-10-01,17
"Y_LT25","perc_act_pop","T","Poland",2016-09-01,18.6
"Y_LT25","perc_act_pop","T","Poland",2016-08-01,18
"Y_LT25","perc_act_pop","T","Poland",2016-07-01,17.5
"Y_LT25","perc_act_pop","T","Poland",2016-06-01,16.7
"Y_LT25","perc_act_pop","T","Poland",2016-05-01,16.9
"Y_LT25","perc_act_pop","T","Poland",2016-04-01,17.2
"Y_LT25","perc_act_pop","T","Poland",2016-03-01,18.6
"Y_LT25","perc_act_pop","T","Poland",2016-02-01,19.9
"Y_LT25","perc_act_pop","T","Poland",2016-01-01,20.3
"Y_LT25","perc_act_pop","T","Poland",2015-12-01,20
"Y_LT25","perc_act_pop","T","Poland",2015-11-01,20.2
"Y_LT25","perc_act_pop","T","Poland",2015-10-01,20.5
"Y_LT25","perc_act_pop","T","Poland",2015-09-01,20.7
"Y_LT25","perc_act_pop","T","Poland",2015-08-01,19.5
"Y_LT25","perc_act_pop","T","Poland",2015-07-01,19.1
"Y_LT25","perc_act_pop","T","Poland",2015-06-01,18.8
"Y_LT25","perc_act_pop","T","Poland",2015-05-01,19.7
"Y_LT25","perc_act_pop","T","Poland",2015-04-01,20.9
"Y_LT25","perc_act_pop","T","Poland",2015-03-01,22.5
"Y_LT25","perc_act_pop","T","Poland",2015-02-01,23.7
"Y_LT25","perc_act_pop","T","Poland",2015-01-01,23.6
"Y_LT25","perc_act_pop","T","Poland",2014-12-01,21.9
"Y_LT25","perc_act_pop","T","Poland",2014-11-01,21.9
"Y_LT25","perc_act_pop","T","Poland",2014-10-01,22.1
"Y_LT25","perc_act_pop","T","Poland",2014-09-01,23.4
"Y_LT25","perc_act_pop","T","Poland",2014-08-01,22.9
"Y_LT25","perc_act_pop","T","Poland",2014-07-01,22.9
"Y_LT25","perc_act_pop","T","Poland",2014-06-01,22.3
"Y_LT25","perc_act_pop","T","Poland",2014-05-01,22.9
"Y_LT25","perc_act_pop","T","Poland",2014-04-01,24
"Y_LT25","perc_act_pop","T","Poland",2014-03-01,25.9
"Y_LT25","perc_act_pop","T","Poland",2014-02-01,27.6
"Y_LT25","perc_act_pop","T","Poland",2014-01-01,28.2
"Y_LT25","perc_act_pop","T","Poland",2013-12-01,27.3
"Y_LT25","perc_act_pop","T","Poland",2013-11-01,27.4
"Y_LT25","perc_act_pop","T","Poland",2013-10-01,27.3
"Y_LT25","perc_act_pop","T","Poland",2013-09-01,27.6
"Y_LT25","perc_act_pop","T","Poland",2013-08-01,26.4
"Y_LT25","perc_act_pop","T","Poland",2013-07-01,26
"Y_LT25","perc_act_pop","T","Poland",2013-06-01,25.4
"Y_LT25","perc_act_pop","T","Poland",2013-05-01,25.8
"Y_LT25","perc_act_pop","T","Poland",2013-04-01,26.8
"Y_LT25","perc_act_pop","T","Poland",2013-03-01,28.4
"Y_LT25","perc_act_pop","T","Poland",2013-02-01,29.6
"Y_LT25","perc_act_pop","T","Poland",2013-01-01,29.6
"Y_LT25","perc_act_pop","T","Poland",2012-12-01,27.9
"Y_LT25","perc_act_pop","T","Poland",2012-11-01,27.4
"Y_LT25","perc_act_pop","T","Poland",2012-10-01,26.9
"Y_LT25","perc_act_pop","T","Poland",2012-09-01,26.7
"Y_LT25","perc_act_pop","T","Poland",2012-08-01,25.6
"Y_LT25","perc_act_pop","T","Poland",2012-07-01,25
"Y_LT25","perc_act_pop","T","Poland",2012-06-01,24.6
"Y_LT25","perc_act_pop","T","Poland",2012-05-01,25.1
"Y_LT25","perc_act_pop","T","Poland",2012-04-01,25.7
"Y_LT25","perc_act_pop","T","Poland",2012-03-01,27.1
"Y_LT25","perc_act_pop","T","Poland",2012-02-01,28
"Y_LT25","perc_act_pop","T","Poland",2012-01-01,27.9
"Y_LT25","perc_act_pop","T","Poland",2011-12-01,26.7
"Y_LT25","perc_act_pop","T","Poland",2011-11-01,26.4
"Y_LT25","perc_act_pop","T","Poland",2011-10-01,26.2
"Y_LT25","perc_act_pop","T","Poland",2011-09-01,26.3
"Y_LT25","perc_act_pop","T","Poland",2011-08-01,25.2
"Y_LT25","perc_act_pop","T","Poland",2011-07-01,24.7
"Y_LT25","perc_act_pop","T","Poland",2011-06-01,24
"Y_LT25","perc_act_pop","T","Poland",2011-05-01,24.5
"Y_LT25","perc_act_pop","T","Poland",2011-04-01,25.2
"Y_LT25","perc_act_pop","T","Poland",2011-03-01,26.7
"Y_LT25","perc_act_pop","T","Poland",2011-02-01,27
"Y_LT25","perc_act_pop","T","Poland",2011-01-01,26.2
"Y_LT25","perc_act_pop","T","Poland",2010-12-01,24.1
"Y_LT25","perc_act_pop","T","Poland",2010-11-01,23.2
"Y_LT25","perc_act_pop","T","Poland",2010-10-01,23.3
"Y_LT25","perc_act_pop","T","Poland",2010-09-01,24.1
"Y_LT25","perc_act_pop","T","Poland",2010-08-01,23.2
"Y_LT25","perc_act_pop","T","Poland",2010-07-01,23.1
"Y_LT25","perc_act_pop","T","Poland",2010-06-01,22.9
"Y_LT25","perc_act_pop","T","Poland",2010-05-01,23.1
"Y_LT25","perc_act_pop","T","Poland",2010-04-01,23.1
"Y_LT25","perc_act_pop","T","Poland",2010-03-01,24.4
"Y_LT25","perc_act_pop","T","Poland",2010-02-01,24.9
"Y_LT25","perc_act_pop","T","Poland",2010-01-01,24.5
"Y_LT25","perc_act_pop","T","Portugal",2020-06-01,23.5
"Y_LT25","perc_act_pop","T","Portugal",2020-05-01,19.9
"Y_LT25","perc_act_pop","T","Portugal",2020-04-01,19.6
"Y_LT25","perc_act_pop","T","Portugal",2020-03-01,18.3
"Y_LT25","perc_act_pop","T","Portugal",2020-02-01,19.7
"Y_LT25","perc_act_pop","T","Portugal",2020-01-01,20.2
"Y_LT25","perc_act_pop","T","Portugal",2019-12-01,19.6
"Y_LT25","perc_act_pop","T","Portugal",2019-11-01,19.5
"Y_LT25","perc_act_pop","T","Portugal",2019-10-01,19.1
"Y_LT25","perc_act_pop","T","Portugal",2019-09-01,19.7
"Y_LT25","perc_act_pop","T","Portugal",2019-08-01,17.9
"Y_LT25","perc_act_pop","T","Portugal",2019-07-01,18.2
"Y_LT25","perc_act_pop","T","Portugal",2019-06-01,17
"Y_LT25","perc_act_pop","T","Portugal",2019-05-01,18.1
"Y_LT25","perc_act_pop","T","Portugal",2019-04-01,16.3
"Y_LT25","perc_act_pop","T","Portugal",2019-03-01,17.3
"Y_LT25","perc_act_pop","T","Portugal",2019-02-01,17.6
"Y_LT25","perc_act_pop","T","Portugal",2019-01-01,18.3
"Y_LT25","perc_act_pop","T","Portugal",2018-12-01,18.9
"Y_LT25","perc_act_pop","T","Portugal",2018-11-01,19.9
"Y_LT25","perc_act_pop","T","Portugal",2018-10-01,21.8
"Y_LT25","perc_act_pop","T","Portugal",2018-09-01,20.4
"Y_LT25","perc_act_pop","T","Portugal",2018-08-01,20
"Y_LT25","perc_act_pop","T","Portugal",2018-07-01,18.6
"Y_LT25","perc_act_pop","T","Portugal",2018-06-01,18.3
"Y_LT25","perc_act_pop","T","Portugal",2018-05-01,19.4
"Y_LT25","perc_act_pop","T","Portugal",2018-04-01,20.2
"Y_LT25","perc_act_pop","T","Portugal",2018-03-01,22
"Y_LT25","perc_act_pop","T","Portugal",2018-02-01,21.9
"Y_LT25","perc_act_pop","T","Portugal",2018-01-01,22.1
"Y_LT25","perc_act_pop","T","Portugal",2017-12-01,23
"Y_LT25","perc_act_pop","T","Portugal",2017-11-01,23.5
"Y_LT25","perc_act_pop","T","Portugal",2017-10-01,25.6
"Y_LT25","perc_act_pop","T","Portugal",2017-09-01,25.1
"Y_LT25","perc_act_pop","T","Portugal",2017-08-01,24.2
"Y_LT25","perc_act_pop","T","Portugal",2017-07-01,21.8
"Y_LT25","perc_act_pop","T","Portugal",2017-06-01,22.2
"Y_LT25","perc_act_pop","T","Portugal",2017-05-01,22.7
"Y_LT25","perc_act_pop","T","Portugal",2017-04-01,23.2
"Y_LT25","perc_act_pop","T","Portugal",2017-03-01,23
"Y_LT25","perc_act_pop","T","Portugal",2017-02-01,25.1
"Y_LT25","perc_act_pop","T","Portugal",2017-01-01,26.1
"Y_LT25","perc_act_pop","T","Portugal",2016-12-01,27.1
"Y_LT25","perc_act_pop","T","Portugal",2016-11-01,27.7
"Y_LT25","perc_act_pop","T","Portugal",2016-10-01,28.4
"Y_LT25","perc_act_pop","T","Portugal",2016-09-01,28.9
"Y_LT25","perc_act_pop","T","Portugal",2016-08-01,26.1
"Y_LT25","perc_act_pop","T","Portugal",2016-07-01,25.8
"Y_LT25","perc_act_pop","T","Portugal",2016-06-01,25
"Y_LT25","perc_act_pop","T","Portugal",2016-05-01,26.9
"Y_LT25","perc_act_pop","T","Portugal",2016-04-01,29.4
"Y_LT25","perc_act_pop","T","Portugal",2016-03-01,31.6
"Y_LT25","perc_act_pop","T","Portugal",2016-02-01,31
"Y_LT25","perc_act_pop","T","Portugal",2016-01-01,30.5
